Date,DayOfWeek,Month,Year,Is_Weekend,Is_Holiday,Product_ID,Category,Base_Price,Discount_Percentage,Current_Price,Store_ID,Store_Type,Competitor_Price,Footfall_Index,Avg_Temperature,Rainfall_mm,Social_Media_Sentiment,Lead_Time_Days,Safety_Stock_Level,Stock_On_Hand,Daily_Units_Sold
1/23/2023,0,1,2023,0,0,1012,Grocery,18.95,0.07,17.62,6,Rural,18.97,61.4,10.4,19.9,0.38,7,36,372,119
9/7/2023,3,9,2023,0,0,1015,Beauty,126.15,0.41,74.43,19,Urban,127.25,188.1,8.7,7.5,0.56,7,94,290,145
1/10/2023,1,1,2023,0,0,1007,Home,441.34,0.11,392.79,17,Rural,438.84,196,27.7,3,0.37,2,167,29,83
9/3/2023,6,9,2023,1,0,1014,Grocery,210.88,0.36,134.96,10,Urban,201.13,140.9,33.7,3.8,0.2,11,103,373,150
11/21/2023,1,11,2023,0,0,1016,Grocery,361.57,0.47,191.63,19,Urban,329.46,122.2,13.4,11.5,0.25,4,136,251,97
4/10/2023,0,4,2023,0,0,1016,Home,459.55,0.26,340.07,11,Urban,451.15,161.2,28,4,0.22,10,19,62,82
10/17/2023,1,10,2023,0,0,1012,Home,206.98,0.27,151.1,15,Urban,188.46,99.3,23,1.5,0.55,8,140,81,112
6/29/2023,3,6,2023,0,0,1016,Grocery,99.68,0.23,76.75,10,Rural,100.69,124,33.7,2.9,0.91,12,69,404,145
8/11/2023,4,8,2023,0,0,1005,Grocery,260.97,0.16,219.21,11,Urban,250.91,187.4,27.4,3.6,0.91,2,36,435,131
9/7/2023,3,9,2023,0,0,1016,Grocery,454.5,0.24,345.42,3,Urban,457.55,193.3,-1.9,0.5,0.05,13,132,479,107
5/27/2023,5,5,2023,1,0,1015,Home,403.17,0.3,282.22,3,Urban,373.68,189.1,23.5,6.8,0.08,4,182,324,109
4/6/2023,3,4,2023,0,0,1013,Grocery,37.59,0.49,19.17,18,Urban,40.84,89.4,16.4,0.6,0.25,10,71,380,126
9/14/2023,3,9,2023,0,0,1012,Electronics,347.82,0.47,184.34,11,Rural,375.26,84.9,-4.3,2.6,0.26,8,161,168,103
11/21/2023,1,11,2023,0,0,1005,Home,288.09,0.43,164.21,20,Rural,270.23,94.6,5.1,8.2,0.09,12,55,309,88
1/4/2023,2,1,2023,0,0,1002,Electronics,454.19,0.44,254.35,18,Urban,439.97,116.2,31.9,3.2,0.39,3,135,342,97
1/16/2023,0,1,2023,0,0,1013,Clothing,65.63,0.23,50.54,15,Urban,67.12,97.1,32,9.2,0.59,12,181,157,127
10/7/2023,5,10,2023,1,1,1013,Home,269.35,0.33,180.46,7,Urban,247.57,106.1,27,2.1,0.58,6,72,474,125
12/2/2023,5,12,2023,1,0,1014,Clothing,440.33,0.45,242.18,10,Rural,427.52,143.1,34.3,15.8,0.54,12,13,55,123
9/4/2023,0,9,2023,0,0,1007,Grocery,207.96,0.2,166.37,20,Rural,197.61,164.4,27.3,1.2,0.34,2,25,334,121
9/15/2023,4,9,2023,0,0,1014,Grocery,243.59,0.48,126.67,10,Rural,263.83,160.3,-4.6,0.2,0.71,8,188,424,128
6/9/2023,4,6,2023,0,0,1012,Beauty,39.88,0.21,31.51,13,Rural,42.69,172.2,6.5,10.3,0.83,8,83,141,143
12/6/2023,2,12,2023,0,0,1016,Grocery,142.68,0.3,99.88,15,Rural,144.96,54.8,-3.8,7,0.35,12,121,148,105
6/1/2023,3,6,2023,0,1,1002,Clothing,165.63,0.35,107.66,18,Rural,166.3,57.2,-1.2,1.3,0.09,13,110,375,76
6/27/2023,1,6,2023,0,0,1005,Grocery,472.84,0.48,245.88,4,Urban,513.57,168.4,3.8,20.9,0.3,1,185,225,106
6/12/2023,0,6,2023,0,0,1004,Home,144.92,0.12,127.53,20,Urban,157.45,130,15.1,3.5,0.14,3,54,473,110
2/2/2023,3,2,2023,0,0,1016,Grocery,233.13,0.37,146.87,17,Urban,255.01,136.7,28.9,15.1,0.47,14,140,24,126
6/28/2023,2,6,2023,0,0,1001,Beauty,337.3,0.26,249.6,3,Urban,312.03,57.9,29.5,3.5,0.16,2,26,177,70
4/11/2023,1,4,2023,0,0,1014,Grocery,85.28,0.13,74.19,2,Rural,79.49,88.3,19.6,3.2,0.46,7,174,364,115
9/25/2023,0,9,2023,0,0,1004,Clothing,245.79,0.39,149.93,4,Urban,254.48,145.8,32.1,3,0.22,7,14,94,126
11/19/2023,6,11,2023,1,0,1019,Clothing,370.58,0.28,266.82,1,Urban,373.65,178.9,15,2,0.74,4,184,52,109
3/6/2023,0,3,2023,0,0,1005,Grocery,434.09,0.33,290.84,15,Urban,392.28,187.5,30.6,3.8,0.03,12,53,303,104
6/17/2023,5,6,2023,1,0,1005,Clothing,315,0.16,264.6,1,Urban,287.4,125.1,13.2,3,0.55,12,170,69,121
11/26/2023,6,11,2023,1,0,1017,Clothing,336.18,0.24,255.5,6,Urban,362.27,131.8,6.1,0.2,0.17,8,30,175,106
2/12/2023,6,2,2023,1,0,1017,Beauty,67.51,0.31,46.58,7,Rural,72.49,175,31.7,1.5,0,3,77,131,144
2/13/2023,0,2,2023,0,0,1003,Home,473.16,0.2,378.53,19,Rural,459.65,130.6,10.5,1.2,0.87,14,41,407,70
10/12/2023,3,10,2023,0,0,1016,Beauty,70.62,0.1,63.56,12,Rural,76.14,127.5,15.1,10.1,0.67,9,33,489,148
1/12/2023,3,1,2023,0,0,1013,Electronics,388.46,0.48,202,1,Urban,395.74,185.8,8.2,4.6,0.1,5,172,414,105
4/5/2023,2,4,2023,0,0,1013,Beauty,136.08,0.26,100.7,7,Urban,144.41,168.5,21.5,7.2,0.66,14,155,338,143
10/29/2023,6,10,2023,1,0,1012,Grocery,467.13,0.37,294.29,19,Urban,460.35,186.4,34.8,15.7,0.61,13,76,458,121
9/10/2023,6,9,2023,1,0,1006,Home,361.38,0.21,285.49,13,Rural,333.44,82.7,-4,5.2,0.47,14,112,412,72
8/30/2023,2,8,2023,0,0,1011,Grocery,378.14,0.18,310.07,12,Urban,373.13,128.7,31,20.3,0.42,2,63,388,74
2/4/2023,5,2,2023,1,0,1014,Electronics,113.43,0.2,90.74,12,Urban,112.46,176.4,-4.8,1.9,0.89,9,163,337,144
8/3/2023,3,8,2023,0,0,1018,Home,224.3,0.2,179.44,13,Rural,226.59,66.7,9.6,1,0.25,1,197,450,105
12/3/2023,6,12,2023,1,0,1010,Clothing,310.82,0.27,226.9,14,Urban,286.3,169.2,1.7,2.6,0.4,11,134,359,135
3/31/2023,4,3,2023,0,0,1014,Beauty,386.14,0.27,281.88,12,Urban,424.09,77.4,25.3,3.2,0.33,8,126,330,90
9/21/2023,3,9,2023,0,0,1011,Grocery,56.46,0.25,42.34,20,Urban,53.57,171.2,-3,11.3,0.77,6,74,212,176
4/3/2023,0,4,2023,0,0,1002,Electronics,481.37,0.07,447.67,12,Urban,452.35,141.8,17.1,4.1,0.92,12,188,477,65
3/31/2023,4,3,2023,0,0,1016,Clothing,445.66,0.25,334.24,6,Urban,448.05,79,6.8,1.7,0.85,1,123,210,55
4/25/2023,1,4,2023,0,0,1002,Beauty,138.82,0.08,127.71,10,Urban,139.85,121,0.3,6.8,0.8,14,197,436,143
4/15/2023,5,4,2023,1,0,1018,Clothing,412.27,0.06,387.53,20,Rural,407.31,152.3,25.9,3.5,0.99,4,196,344,102
7/15/2023,5,7,2023,1,0,1019,Beauty,261.57,0.47,138.63,9,Rural,275.79,145.1,3.7,0.9,0.7,3,85,63,143
11/10/2023,4,11,2023,0,0,1003,Home,233.59,0.3,163.51,2,Urban,234.37,114.1,3.9,4.3,0.75,7,26,34,106
4/24/2023,0,4,2023,0,0,1002,Clothing,160.64,0.33,107.63,7,Rural,164.16,184.9,6,12.1,0.98,7,158,11,154
3/16/2023,3,3,2023,0,0,1015,Clothing,292.58,0.2,234.06,9,Urban,305.67,127.9,18.5,9.2,0.01,6,117,430,93
8/5/2023,5,8,2023,1,0,1011,Clothing,366.3,0.45,201.47,12,Urban,331.5,125.9,21.4,4.4,0.63,14,37,345,114
10/4/2023,2,10,2023,0,0,1007,Home,208.41,0.32,141.72,5,Urban,211.35,59.3,-4.3,2.4,0.74,10,53,310,95
9/6/2023,2,9,2023,0,0,1016,Electronics,316.46,0.38,196.21,1,Rural,340.78,188.3,4.7,0.5,0.92,14,199,247,116
6/13/2023,1,6,2023,0,0,1006,Beauty,351.16,0.18,287.95,15,Urban,317.27,76.6,12.2,3.2,0.88,10,179,111,75
12/23/2023,5,12,2023,1,0,1010,Clothing,357.01,0.48,185.65,8,Rural,350.24,129.3,8.3,7,0.84,12,103,324,94
7/11/2023,1,7,2023,0,0,1017,Home,30.72,0.41,18.12,1,Rural,33.34,170.5,30.4,2.2,0.95,8,31,466,162
8/15/2023,1,8,2023,0,0,1000,Electronics,430.58,0.43,245.43,18,Urban,417.93,82.3,26.5,1.3,0.54,7,47,90,80
6/26/2023,0,6,2023,0,0,1002,Beauty,231.84,0.09,210.97,13,Rural,229.93,129.1,20,13.4,0.01,4,23,293,85
4/9/2023,6,4,2023,1,0,1003,Home,134.9,0.14,116.01,1,Rural,147.89,86.1,8.5,8.6,0.01,7,120,28,111
2/5/2023,6,2,2023,1,0,1012,Beauty,124.67,0.14,107.22,5,Urban,117.17,164,23,5.1,0.54,1,131,11,140
4/6/2023,3,4,2023,0,1,1005,Clothing,244.09,0.14,209.92,18,Urban,222.87,134.7,28.7,0.7,0.44,3,163,146,104
6/1/2023,3,6,2023,0,1,1013,Electronics,443.98,0.43,253.07,16,Rural,475.9,178.4,18.8,0.8,0.45,2,177,136,125
5/31/2023,2,5,2023,0,0,1004,Home,192.28,0.02,188.43,10,Rural,206.45,184.2,26.4,0.5,0.4,7,63,337,122
7/9/2023,6,7,2023,1,0,1015,Electronics,376.11,0.04,361.07,4,Urban,374.01,147.3,25,4.8,0.92,9,150,156,99
8/12/2023,5,8,2023,1,0,1014,Clothing,52.93,0.14,45.52,1,Urban,53.08,158.8,17.9,0.6,0.36,5,136,258,139
2/6/2023,0,2,2023,0,0,1014,Electronics,240.65,0.1,216.58,8,Urban,256.81,132.4,7.5,9.2,0.86,9,28,86,116
9/25/2023,0,9,2023,0,0,1003,Electronics,495.88,0.12,436.37,5,Urban,519.54,107.7,24.8,24.8,0.9,12,51,157,62
7/2/2023,6,7,2023,1,0,1007,Grocery,386.37,0.4,231.82,2,Urban,368.22,147.2,3.3,2.3,0.5,13,50,493,113
1/13/2023,4,1,2023,0,0,1015,Electronics,109.21,0.28,78.63,17,Rural,98.66,186.2,26.2,3,0.45,8,59,185,136
10/6/2023,4,10,2023,0,0,1015,Beauty,253.21,0,253.21,7,Rural,252.18,112.5,27.2,6.2,0.76,1,140,343,87
8/5/2023,5,8,2023,1,0,1003,Home,120.64,0.21,95.31,17,Urban,129.3,97.2,27.9,13.8,0.71,14,168,308,125
12/21/2023,3,12,2023,0,0,1012,Grocery,207.73,0.2,166.18,6,Rural,224.18,108.3,13.9,11.2,0.33,11,85,356,119
12/27/2023,2,12,2023,0,0,1012,Home,391.14,0.06,367.67,15,Rural,426.83,115.3,2.7,0.3,0.1,2,152,228,48
10/13/2023,4,10,2023,0,0,1001,Home,386.76,0.34,255.26,5,Urban,416.12,61,-1,0.9,0.26,6,191,3,89
9/30/2023,5,9,2023,1,0,1002,Clothing,117.91,0.35,76.64,15,Urban,119.8,124.8,24.7,7,0.13,5,190,56,122
3/3/2023,4,3,2023,0,0,1007,Clothing,461.5,0.36,295.36,18,Urban,456.39,124.1,30.5,5.8,0.29,11,182,437,84
3/25/2023,5,3,2023,1,0,1014,Grocery,298.32,0.36,190.92,18,Rural,314.72,138.3,21,0.7,0.26,7,175,27,123
8/5/2023,5,8,2023,1,0,1010,Clothing,193.06,0,193.06,6,Urban,202.32,104.4,0.8,3.5,0.64,9,108,15,106
12/8/2023,4,12,2023,0,0,1008,Clothing,253.46,0.48,131.8,2,Rural,255.39,142,32.4,7.6,0.95,14,59,12,132
7/6/2023,3,7,2023,0,0,1006,Clothing,304.51,0.41,179.66,17,Urban,279.38,181.7,34.6,1.2,0.69,4,161,199,146
1/19/2023,3,1,2023,0,0,1012,Home,282.15,0.45,155.18,4,Urban,306.19,193.3,12.3,10.3,0.93,8,154,183,156
6/26/2023,0,6,2023,0,1,1001,Grocery,245.77,0.01,243.31,12,Urban,243.59,137.5,18.8,0.3,0.78,4,155,308,115
4/10/2023,0,4,2023,0,0,1007,Home,254.94,0.47,135.12,19,Urban,247.97,56.4,26.1,7.6,0.73,3,51,303,103
8/21/2023,0,8,2023,0,0,1006,Beauty,92.32,0.4,55.39,2,Rural,94.71,195.4,24.5,4.8,0.41,12,154,280,154
3/17/2023,4,3,2023,0,0,1011,Home,407.3,0.42,236.23,2,Rural,421.46,155.9,33.7,1.9,0.32,2,25,321,95
9/22/2023,4,9,2023,0,0,1018,Beauty,273.17,0.05,259.51,14,Urban,257.36,100.4,-0.4,6.4,0.85,8,94,157,92
10/11/2023,2,10,2023,0,0,1006,Electronics,69.88,0.37,44.02,15,Rural,74.59,72.1,18.2,7.6,0.91,11,61,359,131
7/25/2023,1,7,2023,0,0,1009,Electronics,384.25,0.48,199.81,20,Rural,368.11,71.5,22.7,13.6,0.45,8,45,258,90
8/11/2023,4,8,2023,0,0,1015,Beauty,466.56,0.34,307.93,2,Urban,437.32,75.2,30.6,2.3,0.01,11,116,406,64
2/21/2023,1,2,2023,0,0,1002,Beauty,473.92,0.29,336.48,4,Rural,465.05,56.8,30,5.8,0.79,12,176,156,76
12/5/2023,1,12,2023,0,0,1009,Home,187.66,0.47,99.46,19,Urban,196.31,185.3,34.1,4.6,0.29,3,90,424,126
5/24/2023,2,5,2023,0,0,1005,Beauty,72.08,0.22,56.22,9,Urban,78.79,131.1,15.5,3.7,0.01,1,162,93,121
3/10/2023,4,3,2023,0,0,1017,Grocery,261.61,0.3,183.13,7,Urban,277.79,155,28.2,11.1,0.8,13,124,266,137
4/9/2023,6,4,2023,1,0,1017,Electronics,60.74,0.24,46.16,13,Rural,66.09,174.2,12.1,0,0.52,6,51,20,183
1/25/2023,2,1,2023,0,0,1004,Electronics,467.32,0.47,247.68,12,Urban,433.73,168.7,11.9,1.7,0.69,5,158,126,104
2/22/2023,2,2,2023,0,0,1006,Beauty,95.87,0.04,92.04,3,Rural,87.65,182.4,5.1,3.9,0.91,8,77,346,148
5/31/2023,2,5,2023,0,0,1001,Clothing,130.12,0.25,97.59,13,Rural,131.62,195.1,27.7,1,0.54,6,196,407,136
5/24/2023,2,5,2023,0,0,1010,Clothing,206.29,0.34,136.15,15,Urban,197.64,115.9,34.4,11.9,0.5,4,133,499,97
2/26/2023,6,2,2023,1,0,1012,Beauty,194.67,0.4,116.8,14,Urban,207.44,192.6,5.3,5.2,0.29,10,39,350,147
2/8/2023,2,2,2023,0,0,1004,Grocery,398.36,0.29,282.84,9,Urban,412.06,158.5,-2.8,3.2,0.31,10,194,349,103
4/19/2023,2,4,2023,0,0,1005,Clothing,230.88,0.45,126.98,13,Urban,252.62,60.6,27.6,8.4,0.8,12,42,448,105
6/30/2023,4,6,2023,0,0,1013,Beauty,89.53,0.47,47.45,4,Urban,85.14,152.3,19.8,3,0.45,12,112,384,142
2/11/2023,5,2,2023,1,1,1011,Grocery,137.27,0.03,133.15,8,Urban,136.88,153,33.4,4.1,0.16,11,62,437,126
7/5/2023,2,7,2023,0,0,1003,Grocery,257.01,0.2,205.61,3,Urban,257.07,185.9,5.1,0,0.09,2,153,455,110
8/11/2023,4,8,2023,0,0,1005,Home,77.99,0.01,77.21,2,Urban,73.92,105.9,-2.2,2.3,0.47,8,186,111,125
5/2/2023,1,5,2023,0,0,1009,Grocery,307.77,0.16,258.53,19,Urban,313.32,137.7,14.7,0.7,0.46,5,142,233,112
5/13/2023,5,5,2023,1,0,1017,Clothing,285.04,0.27,208.08,8,Urban,281.81,51.8,-1.6,5.9,0.65,12,115,33,83
6/12/2023,0,6,2023,0,0,1014,Clothing,358.78,0.46,193.74,17,Rural,354.96,99.8,5.5,3.3,0.47,8,86,79,97
8/3/2023,3,8,2023,0,1,1007,Beauty,469.16,0.42,272.11,13,Rural,456.28,59.3,0,1.8,0.14,5,103,474,64
8/9/2023,2,8,2023,0,0,1008,Beauty,456.57,0.06,429.18,7,Urban,412.46,128.3,4,3.2,0.51,6,69,451,57
8/23/2023,2,8,2023,0,0,1004,Grocery,473.31,0.05,449.64,9,Urban,475.4,172.6,-0.8,1.2,0.91,13,120,82,80
11/27/2023,0,11,2023,0,0,1009,Electronics,126.13,0.29,89.55,12,Urban,121.97,81,33.2,13,0.16,10,64,28,84
5/26/2023,4,5,2023,0,0,1019,Home,70.12,0.27,51.19,14,Urban,63.13,129.1,6.1,0.3,0.69,14,100,488,148
8/27/2023,6,8,2023,1,0,1005,Electronics,154.63,0.13,134.53,14,Urban,148.69,80.6,12.8,10,0.59,5,172,130,104
3/17/2023,4,3,2023,0,0,1015,Grocery,448.07,0.45,246.44,15,Rural,428.23,68.1,30.9,3.6,0.75,11,51,10,77
1/9/2023,0,1,2023,0,0,1002,Grocery,486.17,0.46,262.53,3,Rural,475.81,126.6,22.1,4.8,0.15,3,78,391,86
3/15/2023,2,3,2023,0,0,1009,Electronics,430.37,0.2,344.3,15,Urban,398.68,61.9,19.7,1.8,0.94,10,33,61,54
9/10/2023,6,9,2023,1,0,1010,Home,59.46,0.45,32.7,19,Rural,59.55,138.1,23.2,17,0.62,8,127,358,165
8/18/2023,4,8,2023,0,1,1010,Electronics,473.98,0.19,383.92,20,Urban,492.22,54.7,28.2,1.7,0.85,3,192,32,48
1/7/2023,5,1,2023,1,0,1016,Beauty,214.56,0.37,135.17,14,Urban,220.15,66,30.1,4.4,0.25,4,151,135,129
6/23/2023,4,6,2023,0,0,1003,Clothing,9.61,0.24,7.3,8,Urban,10.19,132.5,20.7,25.1,0.74,6,64,408,159
5/21/2023,6,5,2023,1,0,1003,Beauty,223.98,0.06,210.54,5,Urban,221.83,138.7,30.6,10.6,0.78,2,24,87,114
6/17/2023,5,6,2023,1,0,1016,Clothing,27.8,0.46,15.01,19,Urban,27.91,54.3,16.4,3.8,0.4,14,14,409,123
6/19/2023,0,6,2023,0,0,1008,Grocery,274.22,0.23,211.15,4,Urban,291.24,136,6.1,23.2,0.38,7,110,409,107
10/10/2023,1,10,2023,0,0,1018,Home,172.58,0.37,108.73,14,Urban,170.08,175.8,30.2,6,0.66,5,141,16,161
5/2/2023,1,5,2023,0,0,1004,Electronics,239.35,0.18,196.27,16,Urban,249,158.3,16.7,1.2,0.09,12,39,90,119
7/13/2023,3,7,2023,0,1,1005,Home,308.52,0.01,305.43,20,Rural,304.48,69.7,31.2,2.6,0.74,10,62,412,83
1/5/2023,3,1,2023,0,0,1002,Electronics,435.06,0.05,413.31,6,Rural,427.9,138.9,-3.4,2,0.04,13,82,298,56
1/29/2023,6,1,2023,1,1,1000,Beauty,332.64,0.25,249.48,6,Urban,349.95,150.8,10.9,2.1,0.19,5,39,486,98
6/14/2023,2,6,2023,0,0,1019,Beauty,219.85,0.34,145.1,3,Urban,205.55,55.6,32.9,7.1,0.66,5,113,252,107
12/5/2023,1,12,2023,0,0,1015,Electronics,410.62,0.17,340.81,15,Urban,397.36,178.3,5,4.4,0.1,13,114,72,100
5/16/2023,1,5,2023,0,0,1010,Home,453.26,0.35,294.62,3,Rural,428.26,185.9,32.7,0.2,0.97,13,117,205,114
12/31/2023,6,12,2023,1,0,1012,Electronics,64.28,0.35,41.78,11,Urban,62.47,177.6,33.2,10.5,0.87,2,93,260,160
11/17/2023,4,11,2023,0,1,1009,Grocery,268.31,0.35,174.4,3,Urban,253.84,173.7,30.3,1.8,0.63,11,101,177,119
12/8/2023,4,12,2023,0,0,1002,Beauty,145.83,0.25,109.37,10,Urban,148.15,161.7,17.5,29.2,0.82,13,198,477,126
5/25/2023,3,5,2023,0,0,1008,Grocery,28.3,0.46,15.28,18,Urban,29.99,145,20.9,15.4,0.89,12,80,311,153
11/23/2023,3,11,2023,0,0,1011,Beauty,335.93,0.24,255.31,1,Urban,355.19,151.8,29.8,14.1,0.26,10,77,446,97
8/5/2023,5,8,2023,1,0,1013,Beauty,432.07,0.23,332.69,16,Rural,420.36,171,26,8.3,0.85,9,64,312,106
10/28/2023,5,10,2023,1,0,1000,Clothing,85.64,0.1,77.08,16,Rural,94.01,149.4,20.2,1.2,0.19,3,108,219,143
5/12/2023,4,5,2023,0,1,1017,Grocery,407.14,0.15,346.07,10,Urban,414.78,99.2,34.3,3.8,0.41,12,106,172,64
10/19/2023,3,10,2023,0,0,1016,Grocery,427.43,0.02,418.88,1,Urban,418.83,106.4,22.4,1.3,0.56,7,80,164,77
3/11/2023,5,3,2023,1,0,1008,Clothing,457.6,0.32,311.17,4,Urban,488.31,184.6,34,1.5,0.71,5,82,327,100
9/9/2023,5,9,2023,1,0,1008,Home,136.32,0.12,119.96,3,Urban,142.59,52.6,-2.7,4.7,0.03,10,179,334,104
10/2/2023,0,10,2023,0,0,1009,Grocery,452.46,0.15,384.59,5,Rural,475.02,154.8,0.6,0.2,0.29,10,86,219,63
12/30/2023,5,12,2023,1,0,1018,Electronics,163.73,0.39,99.88,12,Urban,153.78,193.2,13.1,17.4,0.61,5,166,291,146
7/1/2023,5,7,2023,1,0,1014,Clothing,278.41,0.16,233.86,12,Urban,276.65,155.9,10.4,12.5,0.36,4,172,160,115
6/16/2023,4,6,2023,0,0,1004,Grocery,30,0.12,26.4,13,Urban,32.17,199.1,26.3,2.4,0.78,10,182,389,180
4/1/2023,5,4,2023,1,0,1014,Home,26.72,0.08,24.58,12,Rural,26.74,153.1,1.4,3.6,0.65,6,117,247,156
7/21/2023,4,7,2023,0,0,1019,Grocery,361.58,0.39,220.56,16,Rural,374.85,55.2,34,3.1,0.23,7,99,370,77
12/12/2023,1,12,2023,0,0,1001,Beauty,225.02,0.06,211.52,13,Urban,228.98,174.1,7.6,10.7,0.15,7,108,459,125
1/19/2023,3,1,2023,0,0,1012,Electronics,131.86,0.23,101.53,5,Urban,140.89,92.7,12.2,5.8,0.63,11,166,70,107
2/8/2023,2,2,2023,0,0,1015,Clothing,99.25,0.25,74.44,4,Urban,94.97,116.9,6,1.6,0.45,12,12,428,136
5/6/2023,5,5,2023,1,0,1014,Beauty,336.63,0.34,222.18,15,Rural,341.71,96.8,18.2,3,0.17,8,194,91,86
6/22/2023,3,6,2023,0,0,1009,Home,5.2,0.32,3.54,12,Urban,4.81,90.3,-2.7,2.8,0.33,5,128,390,135
5/21/2023,6,5,2023,1,0,1013,Beauty,403.92,0.41,238.31,19,Urban,419.29,114.7,1,16,0.3,7,159,360,103
8/30/2023,2,8,2023,0,0,1009,Beauty,44.23,0.02,43.35,19,Urban,46.28,106.8,24.8,1,0.11,12,120,320,113
8/8/2023,1,8,2023,0,0,1013,Home,99.79,0.15,84.82,11,Rural,90.67,145,2.5,0.5,0.55,14,164,244,130
5/6/2023,5,5,2023,1,0,1008,Beauty,196.19,0.14,168.72,6,Urban,203.09,172,4.4,10.6,0.76,4,31,23,144
2/27/2023,0,2,2023,0,0,1013,Clothing,245.01,0.07,227.86,9,Urban,240.83,94.6,26.7,11.3,0.58,9,125,44,91
5/28/2023,6,5,2023,1,1,1002,Grocery,180.72,0.14,155.42,1,Urban,167.13,82.1,-1.3,10.3,0.83,5,122,188,108
11/13/2023,0,11,2023,0,0,1019,Beauty,163.75,0.15,139.19,12,Rural,161.13,150,12.5,3.6,0.13,3,186,402,121
12/27/2023,2,12,2023,0,0,1015,Clothing,482.14,0.26,356.78,14,Rural,452.66,150.5,-4.1,5.4,0.44,5,33,372,71
1/1/2023,6,1,2023,1,0,1001,Grocery,322.58,0.33,216.13,6,Rural,317.13,185.2,8.9,4.1,0.61,9,36,415,117
12/14/2023,3,12,2023,0,0,1009,Grocery,16.6,0.19,13.45,1,Urban,16.22,52.4,23,0.4,0.68,13,45,285,102
7/9/2023,6,7,2023,1,0,1002,Beauty,217.94,0.36,139.48,2,Urban,228.33,178,-1.4,4.5,0.7,13,116,320,148
7/10/2023,0,7,2023,0,0,1010,Clothing,438.13,0.17,363.65,11,Rural,462.16,128.2,30.5,0.1,0.73,11,154,415,80
11/8/2023,2,11,2023,0,0,1010,Beauty,154.22,0.15,131.09,3,Urban,157.52,143.2,31.4,2,0.65,8,65,440,135
4/27/2023,3,4,2023,0,0,1012,Home,51.81,0.27,37.82,10,Rural,46.86,63.7,-0.8,13.5,0.09,1,19,403,125
5/14/2023,6,5,2023,1,0,1006,Grocery,380.4,0.01,376.6,6,Rural,413.19,114.9,34.6,1.8,0.7,5,63,340,75
2/27/2023,0,2,2023,0,0,1016,Beauty,304.98,0.04,292.78,6,Urban,316.34,84.1,6.9,14.1,0.72,6,90,82,80
2/13/2023,0,2,2023,0,0,1001,Grocery,287.3,0.21,226.97,20,Urban,260.53,88.1,-1.6,1.4,0.99,13,117,221,104
6/22/2023,3,6,2023,0,0,1011,Clothing,31.52,0.47,16.71,2,Rural,33.53,125.6,-4.8,1.9,0.69,10,175,369,142
6/9/2023,4,6,2023,0,0,1009,Electronics,74.55,0.36,47.71,10,Rural,70.08,171.9,11.3,4.9,0.69,13,90,475,141
6/22/2023,3,6,2023,0,0,1017,Beauty,313.16,0.04,300.63,6,Urban,318.12,161.6,20.2,7.2,0.51,11,136,351,87
11/13/2023,0,11,2023,0,0,1010,Beauty,107.87,0.42,62.56,17,Urban,107.15,138.6,8.3,3.5,0.87,2,107,413,146
10/30/2023,0,10,2023,0,0,1015,Grocery,254.51,0.37,160.34,14,Urban,250.43,130.9,28.5,10.7,1,14,141,342,137
5/29/2023,0,5,2023,0,0,1016,Clothing,274.72,0.31,189.56,5,Urban,296.13,114.1,23.7,0.2,0.78,6,187,218,127
3/21/2023,1,3,2023,0,0,1018,Home,145.34,0.41,85.75,17,Urban,143.52,195.9,9,12.8,0.61,14,70,484,150
8/1/2023,1,8,2023,0,0,1017,Clothing,474.47,0.2,379.58,2,Urban,434.17,134,24.4,1.1,0.08,9,158,442,67
7/22/2023,5,7,2023,1,0,1002,Beauty,422.02,0.11,375.6,9,Rural,459.72,88.1,32.6,10.8,0.73,14,45,217,89
9/9/2023,5,9,2023,1,0,1015,Home,362.57,0.26,268.3,12,Rural,393.06,84.5,-1.3,2.6,0.71,4,111,189,96
8/17/2023,3,8,2023,0,0,1005,Clothing,43.61,0.27,31.84,19,Rural,45.22,141.7,7.2,8.9,0.78,3,55,66,153
6/13/2023,1,6,2023,0,0,1011,Electronics,57.53,0.27,42,7,Urban,57.16,128.4,13.5,5.6,0.12,9,104,30,134
8/15/2023,1,8,2023,0,0,1010,Grocery,248.93,0.28,179.23,9,Urban,228.66,51.2,14.9,1,0.65,2,80,321,98
5/27/2023,5,5,2023,1,1,1014,Clothing,84.55,0.47,44.81,16,Rural,89.47,174.5,16.7,12.5,0.3,12,53,249,142
1/20/2023,4,1,2023,0,0,1014,Clothing,489.24,0.45,269.08,20,Urban,447.7,155.6,7,1.4,0.76,9,73,53,115
2/16/2023,3,2,2023,0,0,1015,Electronics,83.47,0.44,46.74,11,Urban,76.27,149.3,21.7,1.4,0.24,11,155,9,144
8/21/2023,0,8,2023,0,0,1009,Beauty,246.3,0.4,147.78,12,Urban,248.14,60.3,20.8,8.4,0.68,10,22,165,113
11/1/2023,2,11,2023,0,0,1011,Grocery,185.24,0.47,98.18,15,Rural,172.65,104.3,18.1,0.6,0.29,11,22,338,122
1/14/2023,5,1,2023,1,1,1012,Clothing,321.5,0.05,305.42,18,Rural,289.85,190.3,-0.4,1.3,0.01,11,34,414,111
5/23/2023,1,5,2023,0,0,1003,Home,68.87,0.13,59.92,19,Urban,67.81,179.4,14.1,3.5,0.63,2,14,284,145
